Date/Time,Step Count (count),Source
2023-01-17 00:00:00,4192,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-18 00:00:00,4171,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-19 00:00:00,3609,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-20 00:00:00,1294,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-21 00:00:00,4769,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-22 00:00:00,847.42,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-23 00:00:00,4951,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-24 00:00:00,5719,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-25 00:00:00,2939,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-26 00:00:00,1630,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-27 00:00:00,7119,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-28 00:00:00,8525,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-29 00:00:00,3001,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-30 00:00:00,4976,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-01-31 00:00:00,2861,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-02-01 00:00:00,5649,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
2023-02-02 00:00:00,8160,Kelvin’s Apple Watch|Kelvin’s Apple Watch|iPhone|iPhone|iPhone|iPhone
